track_id,genre,danceability,energy,valence,acousticness,speechiness,tempo,loudness,duration_min,popularity,hit
T2448,Hip-Hop,0.846,0.478,0.668,0.449,0.32,100.2,-8.46,2.57,75.0,1
T2449,R&B,0.621,0.414,0.442,0.264,0.087,113.9,-8.59,3.63,48.0,0
T2450,Pop,0.822,0.586,0.529,0.363,0.186,103.4,-5.19,3.57,64.9,0
T2451,EDM,0.648,0.99,0.55,0.178,0.104,110.5,-1.8,4.48,67.1,0
T2452,Pop,0.7,0.405,0.279,0.206,0.073,124.9,-7.55,1.97,46.9,0
T2453,EDM,0.676,0.975,0.584,0.035,0.119,141.1,-2.86,3.66,80.9,1
T2454,R&B,0.355,0.576,0.369,0.211,0.183,92.3,-10.21,3.01,30.1,0
T2455,EDM,0.703,0.99,0.135,0.02,0.053,132.0,-1.87,4.13,92.9,1
T2456,R&B,0.551,0.603,0.516,0.196,0.02,88.5,-10.23,2.47,45.8,0
T2457,Hip-Hop,0.876,0.768,0.65,0.02,0.145,100.8,-5.63,4.01,77.4,1
T2458,Acoustic,0.294,0.396,0.525,0.776,0.115,100.9,-12.24,2.92,24.4,0
T2459,EDM,0.533,0.904,0.585,0.255,0.053,124.4,-5.39,4.3,61.9,0
T2460,Rock,0.658,0.97,0.131,0.21,0.108,138.4,-7.43,4.06,80.5,1
T2461,Pop,0.902,0.736,0.122,0.274,0.02,130.2,-4.58,4.49,86.0,1
T2462,Rock,0.438,0.724,0.506,0.15,0.028,116.4,-4.8,4.97,61.2,0
T2463,EDM,0.719,0.915,0.692,0.043,0.03,133.7,-3.24,3.28,88.9,1
T2464,Hip-Hop,0.894,0.609,0.578,0.02,0.156,98.8,-8.38,3.64,73.9,1
T2465,Rock,0.746,0.86,0.754,0.268,0.095,136.8,-6.57,3.66,67.4,0
T2466,Hip-Hop,0.92,0.647,0.473,0.168,0.281,99.9,-9.23,2.88,58.6,0
T2467,EDM,0.73,0.796,0.26,0.02,0.021,145.7,-0.65,3.74,95.7,1
T2468,EDM,0.747,0.753,0.471,0.02,0.101,128.5,-2.87,4.02,61.3,0
T2469,Pop,0.91,0.711,0.485,0.128,0.119,114.4,-5.6,3.86,80.0,1
T2470,Pop,0.645,0.717,0.547,0.02,0.02,118.6,-4.81,2.93,93.2,1
T2471,Acoustic,0.6,0.435,0.533,0.798,0.049,101.2,-9.32,3.89,6.7,0
T2472,Hip-Hop,0.575,0.733,0.458,0.167,0.201,79.1,-8.76,3.59,49.8,0
T2473,R&B,0.765,0.408,0.398,0.408,0.151,88.0,-7.55,2.88,57.5,0
T2474,Pop,0.636,0.618,0.78,0.153,0.034,126.8,-5.36,3.41,87.3,1
T2475,Rock,0.389,0.696,0.593,0.02,0.119,143.2,-3.29,2.3,81.4,1
T2476,R&B,0.582,0.492,0.206,0.331,0.047,98.0,-10.07,4.3,40.2,0
T2477,Hip-Hop,0.825,0.68,0.396,0.02,0.128,87.1,-5.5,4.02,71.1,1
T2478,EDM,0.715,0.925,0.661,0.02,0.02,131.6,-5.63,4.55,64.3,0
T2479,Acoustic,0.501,0.48,0.463,0.752,0.029,110.0,-12.14,2.7,20.5,0
T2480,Hip-Hop,0.741,0.773,0.31,0.156,0.313,118.6,-5.46,3.46,85.0,1
T2481,EDM,0.553,0.99,0.361,0.226,0.151,130.5,-0.42,4.04,56.6,0
T2482,Acoustic,0.415,0.262,0.473,0.842,0.126,92.1,-10.56,4.02,19.3,0
T2483,Pop,0.677,0.664,0.827,0.078,0.049,116.9,-3.47,2.74,73.1,1
T2484,Rock,0.54,0.723,0.504,0.039,0.021,133.5,-9.43,3.42,42.2,0
T2485,R&B,0.723,0.646,0.656,0.122,0.052,88.2,-8.45,4.76,52.4,0
T2486,Acoustic,0.62,0.315,0.528,0.64,0.031,104.9,-11.72,2.6,0.0,0
T2487,Pop,0.721,0.78,0.673,0.215,0.136,121.0,-7.22,4.28,70.8,1
T2488,Acoustic,0.607,0.28,0.449,0.914,0.061,98.3,-9.99,2.91,20.9,0
T2489,Hip-Hop,0.71,0.469,0.306,0.063,0.334,102.2,-3.79,2.26,68.7,0
T2490,R&B,0.553,0.614,0.317,0.352,0.121,98.6,-10.64,4.17,48.4,0
T2491,Hip-Hop,0.881,0.71,0.507,0.215,0.24,97.2,-6.91,3.49,68.5,0
T2492,Pop,0.74,0.719,0.652,0.132,0.054,101.2,-3.68,2.8,84.0,1
T2493,Rock,0.481,0.99,0.549,0.16,0.075,109.6,-9.64,4.57,51.0,0
T2494,Rock,0.506,0.849,0.573,0.177,0.103,124.8,-7.5,2.6,82.2,1
T2495,R&B,0.491,0.614,0.603,0.385,0.02,104.8,-10.32,4.13,49.8,0
T2496,R&B,0.745,0.571,0.564,0.247,0.1,93.5,-4.38,4.19,56.8,0
T2497,Rock,0.454,0.672,0.319,0.036,0.02,91.7,-8.84,3.5,53.9,0
T2498,Acoustic,0.503,0.298,0.381,0.712,0.027,109.4,-9.76,3.92,6.9,0
T2499,R&B,0.621,0.479,0.679,0.184,0.109,104.1,-8.7,3.5,69.0,0
